"","lon","lat"
"1614",-119.4179324,36.778261
"1615",-73.9023166,40.863007
"1616",-85.8891471,39.7219882
"1617",-95.712891,37.09024
"1618",-95.3698028,29.7604267
"1621",-95.9979883,41.2523634
"1622",-97.1466695,31.549333
"1623",-91.9623327,30.9842977
"1626",-115.9547387,47.4928296
"1628",-73.9441579,40.6781784
"1629",-115.1398296,36.1699412
"1630",-104.990251,39.7392358
"1631",-81.5157535,27.6648274
"1632",-175.198242,-21.178986
"1633",-116.419389,34.9592083
"1635",114.109497,22.396428
"1639",-91.8318334,37.9642529
"1640",-117.2139232,33.5539143
"1642",-94.9466003,30.6054775
